ControlSet,CacheEntryPosition,Path,LastModifiedTimeUTC,Executed,Duplicate,SourceFile
1,275,C:\WINDOWS\system32\wbem\WmiApSrv.exe,2022-05-DD 05:19:10,NA,False,Live Registry
1,276,C:\Program Files (x86)\Google\Update\1.3.36.132\GoogleCrashHandler64.exe,2022-04-DD 12:17:48,NA,False,Live Registry
1,277,C:\Program Files (x86)\Google\Update\1.3.36.132\GoogleCrashHandler.exe,2022-04-DD 12:17:48,NA,False,Live Registry
1,278,C:\Program Files (x86)\Google\Update\GoogleUpdate.exe,2021-03-DD 06:10:10,NA,False,Live Registry
1,279,C:\Program Files\Intel\SUR\QUEENCREEK\x64\esrv_svc.exe,2022-02-DD 01:03:22,NA,False,Live Registry
1,280,00000009	03e8585d00010000	000a000055f00001	8664	Microsoft.SecHealthUI	8wekyb3d8bbwe	,,NA,False,Live Registry
1,281,00000009	0001000763bb0000	000a000027410000	8664	Microsoft.NET.Native.Runtime.1.7	8wekyb3d8bbwe	,,NA,False,Live Registry
1,282,0000000b	0006000200020000	03e8585d00010000	8664	Windows.PrintDialog	cw5n1h2txyewy	neutral,,NA,False,Live Registry
1,283,0000000b	03e8585d00010000	03e8585d00010000	8664	NcsiUwpApp	8wekyb3d8bbwe	neutral,,NA,False,Live Registry
1,284,0000000b	000a0000585d0001	000a0000585d0001	8664	MicrosoftWindows.UndockedDevKit	cw5n1h2txyewy	neutral,,NA,False,Live Registry
1,285,00000009	03e8586703e80000	000a00007fff0000	8664	MicrosoftWindows.Client.Core	cw5n1h2txyewy	,,NA,False,Live Registry
1,286,00000009	03e8586803e80000	000a00007fff0000	8664	MicrosoftWindows.Client.CBS	cw5n1h2txyewy	,,NA,False,Live Registry
1,287,0000000b	03e8585d00010000	000a000000000000	8664	Microsoft.XboxGameCallableUI	cw5n1h2txyewy	neutral,,NA,False,Live Registry
1,288,0000000b	000a0000585d0001	000a0000585d0001	8664	Microsoft.Windows.XGpuEjectDialog	cw5n1h2txyewy	neutral,,NA,False,Live Registry
1,289,0000000b	000a0000585d0001	000a0000585d0001	8664	Microsoft.Windows.StartMenuExperienceHost	cw5n1h2txyewy	neutral,,NA,False,Live Registry
1,290,0000000b	000a0000585d0001	000a0000585d0001	8664	Microsoft.Windows.ShellExperienceHost	cw5n1h2txyewy	neutral,,NA,False,Live Registry
1,291,0000000b	000a0000585d0001	000c000000000000	8664	Microsoft.Windows.SecureAssessmentBrowser	cw5n1h2txyewy	neutral,,NA,False,Live Registry
1,292,0000000b	0001000000010000	000c000000000000	8664	Microsoft.Windows.PrintQueueActionCenter	cw5n1h2txyewy	neutral,,NA,False,Live Registry
1,293,0000000b	03e8585d00010000	000a000000000000	8664	Microsoft.Windows.PinningConfirmationDialog	cw5n1h2txyewy	,,NA,False,Live Registry
1,294,0000000b	000a0000585d0001	000a0000585d0001	8664	Microsoft.Windows.PeopleExperienceHost	cw5n1h2txyewy	neutral,,NA,False,Live Registry
1,295,0000000b	03e8585d00010000	000a000000000000	8664	Microsoft.Windows.ParentalControls	cw5n1h2txyewy	neutral,,NA,False,Live Registry
1,296,0000000b	000a0000585d0001	000a0000452b0000	8664	Microsoft.Windows.NarratorQuickStart	8wekyb3d8bbwe	neutral,,NA,False,Live Registry
1,297,0000000b	000a0000585d0001	000a000000000000	8664	Microsoft.Windows.ContentDeliveryManager	cw5n1h2txyewy	neutral,,NA,False,Live Registry
1,298,0000000b	000a0000585d0001	000b000000000000	8664	Microsoft.Windows.CloudExperienceHost	cw5n1h2txyewy	neutral,,NA,False,Live Registry
1,299,0000000b	03e8585d00010000	03e8585d00010000	8664	Microsoft.Windows.CallingShellApp	cw5n1h2txyewy	neutral,,NA,False,Live Registry
1,300,0000000b	03e8585d00010000	000a000000000000	8664	Microsoft.Windows.AssignedAccessLockApp	cw5n1h2txyewy	neutral,,NA,False,Live Registry
1,301,0000000b	03e8585d00010000	000a000000000000	8664	Microsoft.Windows.Apprep.ChxApp	cw5n1h2txyewy	neutral,,NA,False,Live Registry
1,302,0000000b	000a0000585d0001	000b000000000000	8664	Microsoft.Win32WebViewHost	cw5n1h2txyewy	neutral,,NA,False,Live Registry
1,303,00000009	0008089c17710000	000a000047ba0000	8664	Microsoft.UI.Xaml.CBS	8wekyb3d8bbwe	,,NA,False,Live Registry
1,304,0000000b	000a0000585d0001	000a00003fab0000	8664	Microsoft.PPIProjection	cw5n1h2txyewy	neutral,,NA,False,Live Registry
1,305,0000000b	002c585d00010000	000a000047ba0000	8664	Microsoft.MicrosoftEdge	8wekyb3d8bbwe	,,NA,False,Live Registry
1,306,0000000b	03e8585d00010000	000c000000000000	8664	Microsoft.MicrosoftEdgeDevToolsClient	8wekyb3d8bbwe	neutral,,NA,False,Live Registry
1,307,0000000b	000a0000585d0001	000a000000000000	8664	Microsoft.LockApp	cw5n1h2txyewy	,,NA,False,Live Registry
1,308,0000000b	000a0000585d0001	000a000038390000	8664	Microsoft.ECApp	8wekyb3d8bbwe	,,NA,False,Live Registry
1,309,0000000b	000a0000585d0001	000a000038390000	8664	Microsoft.AsyncTextService	8wekyb3d8bbwe	,,NA,False,Live Registry
1,310,0000000b	000a0000585d0001	000a0000585d0001	8664	Microsoft.AccountsControl	cw5n1h2txyewy	,,NA,False,Live Registry
1,311,0000000b	000a0000585d0001	000a0000585d0001	8664	F46D4000-FD22-4DB4-AC8E-4E1DDDE828FE	cw5n1h2txyewy	neutral,,NA,False,Live Registry
1,312,0000000b	000a0000585d0001	000a000042ee0000	8664	c5e2524a-ea46-4f67-841f-6a9465d9d515	cw5n1h2txyewy	neutral,,NA,False,Live Registry
1,313,C:\Program Files\Norton Security\Engine\22.22.4.11\SymErr.exe,2022-05-DD 09:48:15,NA,False,Live Registry
1,314,C:\Program Files (x86)\Intel\Driver and Support Assistant\DSAArcDetect64.exe,2022-05-DD 06:05:30,NA,False,Live Registry
1,315,C:\WINDOWS\sysWOW64\wbem\wmiprvse.exe,2022-05-DD 05:19:56,NA,False,Live Registry
1,316,C:\Program Files\Norton Security\Engine\22.22.4.11\WSCStub.exe,2022-05-DD 09:47:28,NA,False,Live Registry
1,317,C:\Program Files (x86)\Intel\Driver and Support Assistant\DSAUpdateService.exe,2022-05-DD 06:03:10,NA,False,Live Registry
1,318,C:\WINDOWS\system32\wbem\unsecapp.exe,2022-05-DD 05:19:10,NA,False,Live Registry
1,319,C:\WINDOWS\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.22621.1_none_6af52cfcbb08aaa3\TiWorker.exe,2022-05-DD 05:19:46,NA,False,Live Registry
1,320,C:\Program Files (x86)\VMware\VMware Workstation\vmware-authd.exe,2020-11-DD 12:47:28,NA,False,Live Registry
1,321,C:\Program Files (x86)\Common Files\VMware\USB\vmware-usbarbitrator64.exe,2020-10-DD 12:44:46,NA,False,Live Registry
1,322,C:\Program Files\Docker\Docker\com.docker.service,2022-01-DD 04:32:38,NA,False,Live Registry
1,323,C:\Program Files (x86)\TeamViewer\TeamViewer_Service.exe,2022-05-DD 09:22:54,NA,False,Live Registry
1,324,C:\Program Files\Norton Security\Engine\22.22.4.11\nsWscSvc.exe,2022-05-DD 09:47:26,NA,False,Live Registry
1,325,C:\Windows\SysWOW64\vmnetdhcp.exe,2020-11-DD 12:59:32,NA,False,Live Registry
1,326,C:\Windows\SysWOW64\vmnat.exe,2020-11-DD 12:59:26,NA,False,Live Registry
1,327,C:\Program Files\Norton Security\Engine\22.22.4.11\NortonSecurity.exe,2022-05-DD 09:43:02,NA,False,Live Registry
1,328,C:\Program Files\Intel\SUR\QUEENCREEK\SurSvc.exe,2022-02-DD 01:03:20,NA,False,Live Registry
1,329,C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe,2022-05-DD 10:10:27,NA,False,Live Registry
1,330,C:\WINDOWS\System32\DriverStore\FileRepository\dal.inf_amd64_b5484efd38adbe8d\jhi_service.exe,2021-06-DD 09:23:52,NA,False,Live Registry
1,331,C:\Program Files (x86)\ESTsoft\ALUpdate\eausvc.exe,2019-10-DD 09:19:56,NA,False,Live Registry
1,332,C:\Program Files\Samsung\USB Drivers\28_ssconn2\conn\ss_conn_service2.exe,2021-06-DD 05:50:22,NA,False,Live Registry
1,333,C:\Program Files\Samsung\USB Drivers\27_ssconn\conn\ss_conn_service.exe,2021-06-DD 02:12:44,NA,False,Live Registry
1,334,C:\Program Files\Microsoft SQL Server\90\Shared\sqlwriter.exe,2021-07-DD 08:10:52,NA,False,Live Registry
1,335,C:\Program Files (x86)\LG Software\LG Security Center\LGSCService.exe,2016-03-DD 06:27:08,NA,False,Live Registry
1,336,C:\WINDOWS\SysWOW64\nTrackerAutoRun.exe,2015-07-DD 05:59:16,NA,False,Live Registry
1,337,C:\Program Files (x86)\DreamSecurity\MagicLine4NX\MagicLine4NXServices.exe,2018-11-DD 07:45:48,NA,False,Live Registry
1,338,C:\Program Files (x86)\LG Software\LG Control Center\LGControlCenterSVC.exe,2020-04-DD 03:06:36,NA,False,Live Registry
1,339,C:\Program Files (x86)\LG Software\LG Time Manager\LGTimeManager.exe,2017-07-DD 05:51:26,NA,False,Live Registry
1,340,C:\Program Files (x86)\SoftForum\XecureWeb\AnySign\dll\AnySign4PCLauncher.exe,2019-09-DD 04:07:54,NA,False,Live Registry
1,341,C:\Program Files (x86)\LG Software\LG Device Manager\DeviceManager.exe,2020-01-DD 09:02:04,NA,False,Live Registry
1,342,C:\Program Files (x86)\HNC\Office 2020\HncUtils\Service\HncUpdateService.exe,2020-01-DD 06:25:26,NA,False,Live Registry
1,343,C:\WINDOWS\System32\DriverStore\FileRepository\iclsclient.inf_amd64_76523213b78d9046\lib\SocketHeciServer.exe,2021-09-DD 01:02:28,NA,False,Live Registry
1,344,C:\WINDOWS\System32\DriverStore\FileRepository\iclsclient.inf_amd64_76523213b78d9046\lib\TPMProvisioningService.exe,2021-09-DD 01:02:28,NA,False,Live Registry
1,345,C:\Windows\CxSvc\CxUtilSvc.exe,2020-10-DD 04:48:15,NA,False,Live Registry
1,346,C:\Program Files (x86)\iniLINE\CrossEX\crossex\ObCrossEXService.exe,2019-08-DD 05:57:14,NA,False,Live Registry
1,347,C:\Program Files (x86)\Common Files\Macrovision Shared\FlexNet Publisher\FNPLicensingService.exe,2021-03-DD 06:28:29,NA,False,Live Registry
1,348,C:\WINDOWS\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_c5b8ab411088075f\IntelCpHDCPSvc.exe,2021-08-DD 04:21:08,NA,False,Live Registry
1,349,C:\Program Files (x86)\Intel\Driver and Support Assistant\DSAService.exe,2022-05-DD 06:07:18,NA,False,Live Registry
1,350,C:\Windows\CxSvc\CxAudioSvc.exe,2020-10-DD 04:48:15,NA,False,Live Registry
1,351,C:\WINDOWS\system32\DllHost.exe,2022-05-DD 05:19:31,NA,False,Live Registry
1,352,C:\$WINDOWS.~BT\Sources\mighost.exe,2022-05-DD 11:28:36,NA,False,Live Registry
1,353,C:\WINDOWS\Microsoft.NET\Framework64\v2.0.50727\aspnet_regiis.exe,2022-05-DD 04:07:00,NA,False,Live Registry
1,354,C:\WINDOWS\Microsoft.NET\Framework\v2.0.50727\aspnet_regiis.exe,2022-05-DD 04:06:00,NA,False,Live Registry
1,355,C:\WINDOWS\WinSxS\amd64_netfx35linq-linqwebconfig_31bf3856ad364e35_10.0.22621.1_none_b8a2815cdbc69498\LinqWebConfig.exe,2022-05-DD 04:08:00,NA,False,Live Registry
1,356,C:\WINDOWS\WinSxS\x86_netfx35linq-linqwebconfig_31bf3856ad364e35_10.0.22621.1_none_5c83e5d923692362\LinqWebConfig.exe,2022-05-DD 04:06:00,NA,False,Live Registry
1,357,C:\WINDOWS\WinSxS\amd64_netfx35cdf-csd_cdf_installer_31bf3856ad364e35_10.0.22621.1_none_b9f1e3f91fb3a294\WFServicesReg.exe,2022-05-DD 04:08:00,NA,False,Live Registry
1,358,C:\WINDOWS\WinSxS\x86_netfx35cdf-csd_cdf_installer_31bf3856ad364e35_10.0.22621.1_none_5dd348756756315e\WFServicesReg.exe,2022-05-DD 04:06:00,NA,False,Live Registry
1,359,C:\WINDOWS\Microsoft.NET\Framework64\v3.0\Windows Communication Foundation\SMConfigInstaller.exe,2022-05-DD 12:24:04,NA,False,Live Registry
1,360,C:\WINDOWS\Microsoft.NET\Framework\v3.0\Windows Communication Foundation\SMConfigInstaller.exe,2022-05-DD 12:24:07,NA,False,Live Registry
1,361,C:\WINDOWS\System32\DTS\PC\APO4x\DtsApo4Service.exe,2019-07-DD 01:45:48,NA,False,Live Registry
1,362,C:\WINDOWS\system32\pnputil.exe,2022-05-DD 05:19:42,NA,False,Live Registry
1,363,C:\WINDOWS\System32\SynaAssist64.exe,2019-09-DD 08:51:54,NA,False,Live Registry
1,364,C:\WINDOWS\System32\CxAudMsg64.exe,2019-09-DD 08:51:54,NA,False,Live Registry
1,365,C:\WINDOWS\System32\CxUIUSvc32.exe,2019-09-DD 08:51:54,NA,False,Live Registry
1,366,C:\Windows\syswow64\MsiExec.exe,2022-05-DD 05:20:21,NA,False,Live Registry
1,367,C:\WINDOWS\System32\DriverStore\FileRepository\cui_dch.inf_amd64_78303839a8ee70c0\igfxextN.exe,2021-08-DD 04:20:56,NA,False,Live Registry
1,368,C:\WINDOWS\system32\msiexec.exe,2022-05-DD 05:20:10,NA,False,Live Registry
1,369,C:\WINDOWS\system32\ibtsiva.exe,2021-06-DD 02:27:20,NA,False,Live Registry
1,370,C:\WINDOWS\System32\DriverStore\FileRepository\cui_dch.inf_amd64_78303839a8ee70c0\igfxSDK.exe,2021-08-DD 04:21:00,NA,False,Live Registry
1,371,C:\WINDOWS\System32\DriverStore\FileRepository\cui_dch.inf_amd64_78303839a8ee70c0\igfxEMN.exe,2021-08-DD 04:20:52,NA,False,Live Registry
1,372,C:\WINDOWS\system32\cmd.exe,2022-05-DD 05:19:23,NA,False,Live Registry
1,373,C:\WINDOWS\System32\DriverStore\FileRepository\igcc_dch.inf_amd64_82730f183a576105\OneApp.IGCC.WinService.exe,2021-08-DD 04:21:34,NA,False,Live Registry
1,374,C:\WINDOWS\System32\DriverStore\FileRepository\lguwpservice.inf_amd64_c2f1c50f771c2d10\LGUWPService.exe,2021-01-DD 08:14:28,NA,False,Live Registry
1,375,C:\WINDOWS\System32\DriverStore\FileRepository\platmgrsvc.inf_amd64_8f224c030b55d621\PlatformMgrService.exe,2021-01-DD 08:14:30,NA,False,Live Registry
1,376,C:\WINDOWS\Microsoft.Net\Framework64\v3.0\WPF\PresentationFontCache.exe,2022-05-DD 04:08:00,NA,False,Live Registry
1,377,C:\WINDOWS\System32\DriverStore\FileRepository\cui_dch.inf_amd64_78303839a8ee70c0\igfxCUIServiceN.exe,2021-08-DD 04:20:40,NA,False,Live Registry
1,378,C:\WINDOWS\system32\werfault.exe,2022-05-DD 05:19:32,NA,False,Live Registry
1,379,C:\WINDOWS\system32\Sgrm\SgrmBroker.exe,2022-05-DD 05:20:01,NA,False,Live Registry
1,380,C:\WINDOWS\SysWOW64\regsvr32.exe,2022-05-DD 05:20:22,NA,False,Live Registry
1,381,C:\WINDOWS\system32\regsvr32.exe,2022-05-DD 05:20:13,NA,False,Live Registry
1,382,C:\WINDOWS\system32\WLANExt.exe,2022-05-DD 05:19:11,NA,False,Live Registry
1,383,C:\WINDOWS\System32\drivers\SessionService.exe,2019-09-DD 09:34:04,NA,False,Live Registry
1,384,C:\WINDOWS\ThunderboltService.exe,2019-06-DD 02:34:10,NA,False,Live Registry
1,385,C:\WINDOWS\system32\icacls.exe,2022-05-DD 05:20:02,NA,False,Live Registry
1,386,C:\WINDOWS\system32\takeown.exe,2022-05-DD 05:20:15,NA,False,Live Registry
1,387,C:\WINDOWS\System32\DriverStore\FileRepository\sgx_psw.inf_amd64_ea574a1b555312cb\aesm_service.exe,2019-07-DD 03:12:36,NA,False,Live Registry
1,388,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,2022-06-DD 07:10:09,NA,False,Live Registry
1,389,C:\Program Files (x86)\Microsoft\Edge\Application\102.0.1245.33\Installer\setup.exe,2022-06-DD 07:24:04,NA,False,Live Registry
1,390,C:\WINDOWS\System32\AggregatorHost.exe,2022-05-DD 05:19:31,NA,False,Live Registry
1,391,C:\WINDOWS\system32\DrvInst.exe,2022-05-DD 05:19:42,NA,False,Live Registry
1,392,C:\WINDOWS\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_4a3ae74cfa6c37d6\esif_uf.exe,2019-06-DD 09:11:32,NA,False,Live Registry
1,393,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,2020-09-DD 07:36:18,NA,False,Live Registry
1,394,C:\WINDOWS\TbtP2pShortcutService.exe,2020-12-DD 05:51:30,NA,False,Live Registry
1,395,C:\WINDOWS\System32\spoolsv.exe,2022-05-DD 05:19:09,NA,False,Live Registry
1,396,C:\WINDOWS\servicing\TrustedInstaller.exe,2022-05-DD 05:19:46,NA,False,Live Registry
1,397,C:\WINDOWS\System32\Upfc.exe,2022-05-DD 05:19:14,NA,False,Live Registry
1,398,C:\WINDOWS\system32\Clipup.exe,2022-05-DD 05:20:02,NA,False,Live Registry
1,399,C:\WINDOWS\system32\secinit.exe,2022-05-DD 05:19:37,NA,False,Live Registry
1,400,C:\WINDOWS\system32\oobe\setup.exe,2022-05-DD 05:19:47,NA,False,Live Registry
1,401,C:\WINDOWS\System32\vds.exe,2022-05-DD 05:19:13,NA,False,Live Registry
1,402,C:\WINDOWS\System32\vdsldr.exe,2022-05-DD 05:19:13,NA,False,Live Registry
1,403,C:\$WINDOWS.~BT\Sources\SetupPlatform.exe,2022-05-DD 11:38:42,NA,False,Live Registry
1,404,C:\WINDOWS\system32\oobe\windeploy.exe,2022-05-DD 05:19:47,NA,False,Live Registry
1,405,C:\WINDOWS\system32\wbem\wmiprvse.exe,2022-05-DD 05:19:27,NA,False,Live Registry
1,406,c:\windows\system32\NetCfgNotifyObjectHost.exe,2022-05-DD 05:19:42,NA,False,Live Registry
1,407,C:\WINDOWS\system32\dwm.exe,2022-05-DD 05:19:34,NA,False,Live Registry
1,408,C:\WINDOWS\system32\sppsvc.exe,2022-05-DD 05:19:45,NA,False,Live Registry
1,409,C:\Windows\System32\WUDFHost.exe,2022-05-DD 05:19:30,NA,False,Live Registry
1,410,C:\WINDOWS\system32\fontdrvhost.exe,2022-05-DD 05:19:35,NA,False,Live Registry
1,411,C:\WINDOWS\system32\svchost.exe,2022-05-DD 05:19:30,NA,False,Live Registry
1,412,C:\WINDOWS\system32\lsass.exe,2022-05-DD 05:19:30,NA,False,Live Registry
1,413,C:\WINDOWS\system32\services.exe,2022-05-DD 05:19:30,NA,False,Live Registry
